"","issn","tilte","code","area"
"14489","1865-2034","Computer Science - Research and Development","1700","Computer Science (all)"
"14490","1865-9217","Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen","2701","Medicine (miscellaneous)"
"14491","1865-9217","Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen","3304","Education"
"14492","1865-9217","Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen","2719","Health Policy"
"14493","1866-3427",NA,NA,NA
"14494","1866-9662",NA,NA,NA
"14495","1866-9956","Cognitive Computation","1707","Computer Vision and Pattern Recognition"
"14496","1866-9956","Cognitive Computation","1706","Computer Science Applications"
"14497","1866-9956","Cognitive Computation","2805","Cognitive Neuroscience"
"14498","1867-8521","Field Actions Science Report","3306","Health (social science)"
"14499","1867-8521","Field Actions Science Report","3305","Geography, Planning and Development"
"14500","1867-8521","Field Actions Science Report","3304","Education"
"14501","1867-8521","Field Actions Science Report","3303","Development"
"14502","1867-8521","Field Actions Science Report","3312","Sociology and Political Science"
"14503","1868-517X",NA,NA,NA
"14504","1869-1900","Science China Technological Sciences","2500","Materials Science (all)"
"14505","1869-1900","Science China Technological Sciences","2200","Engineering (all)"
"14506","1869-1951","Journal of Zhejiang University: Science C","2200","Engineering (all)"
"14507","1869-2729","Contemporary Japan","3316","Cultural Studies"
"14508","1869-2729","Contemporary Japan","1202","History"
"14509","1869-2729","Contemporary Japan","3312","Sociology and Political Science"
"14510","1869-2729","Contemporary Japan","3300","Social Sciences (all)"
"14511","1869-4195","SERIEs","2000","Economics, Econometrics and Finance (all)"
"14512","1869-6945","International Journal on Food System Dynamics","1106","Food Science"
"14513","1869-6945","International Journal on Food System Dynamics","1403","Business and International Management"
"14514","1869-6945","International Journal on Food System Dynamics","3305","Geography, Planning and Development"
"14515","1869-6945","International Journal on Food System Dynamics","2301","Environmental Science (miscellaneous)"
"14516","1869-6945","International Journal on Food System Dynamics","3313","Transportation"
"14517","1869-6945","International Journal on Food System Dynamics","2001","Economics, Econometrics and Finance (miscellaneous)"
"14518","1869-6945","International Journal on Food System Dynamics","1803","Management Science and Operations Research"
"14519","1870-4670","Revista Latinoamericana de Derecho Social","3308","Law"
"14520","1870-879X","En-Claves del Pensamiento","1202","History"
"14521","1870-879X","En-Claves del Pensamiento","1213","Visual Arts and Performing Arts"
"14522","1870-879X","En-Claves del Pensamiento","1212","Religious Studies"
"14523","1870-879X","En-Claves del Pensamiento","1211","Philosophy"
"14524","1870-879X","En-Claves del Pensamiento","1208","Literature and Literary Theory"
"14525","1871-2673","Social Transformations in Chinese Societies","3300","Social Sciences (all)"
"14526","1871-515X","Utrecht Law Review","3308","Law"
"14527","1871-5192","Women and Birth","2729","Obstetrics and Gynecology"
"14528","1871-5192","Women and Birth","2913","Maternity and Midwifery"
"14529","1872-261X","Journal of the Philosophy of History","1202","History"
"14530","1872-261X","Journal of the Philosophy of History","1207","History and Philosophy of Science"
"14531","1872-5457","African Diaspora","3316","Cultural Studies"
"14532","1872-5457","African Diaspora","1203","Language and Linguistics"
"14533","1872-5457","African Diaspora","1202","History"
"14534","1872-5457","African Diaspora","3312","Sociology and Political Science"
"14535","1872-5457","African Diaspora","3310","Linguistics and Language"
"14536","1872-552X","Netherlands Journal of Psychology","3200","Psychology (all)"
"14537","1873-1791","Psychologie en Gezondheid","3306","Health (social science)"
"14538","1873-1791","Psychologie en Gezondheid","3200","Psychology (all)"
"14539","1874-0081",NA,NA,NA
"14540","1874-110X","Open Cybernetics and Systemics Journal","2207","Control and Systems Engineering"
"14541","1874-110X","Open Cybernetics and Systemics Journal","2600","Mathematics (all)"
"14542","1874-3986",NA,NA,NA
"14543","1874-4621","Applied Spatial Analysis and Policy","3305","Geography, Planning and Development"
"14544","1874-7337","Security and Human Rights","3320","Political Science and International Relations"
"14545","1874-7337","Security and Human Rights","3308","Law"
"14546","1874-7655","Statistical Journal of the IAOS","1404","Management Information Systems"
"14547","1874-7655","Statistical Journal of the IAOS","2002","Economics and Econometrics"
"14548","1874-7655","Statistical Journal of the IAOS","1804","Statistics, Probability and Uncertainty"
"14549","1874-7876","Journal of Population Ageing","3317","Demography"
"14550","1874-7876","Journal of Population Ageing","3305","Geography, Planning and Development"
"14551","1874-7876","Journal of Population Ageing","3312","Sociology and Political Science"
"14552","1874-8767","English Text Construction","1203","Language and Linguistics"
"14553","1874-8767","English Text Construction","3310","Linguistics and Language"
"14554","1874-8767","English Text Construction","1208","Literature and Literary Theory"
"14555","1874-9151",NA,NA,NA
"14556","1874-9453",NA,NA,NA
"14557","1875-2152","East Asian Science, Technology and Society","3300","Social Sciences (all)"
"14558","1875-4651",NA,NA,NA
"14559","1875-6913","Current Pharmacogenomics and Personalized Medicine","1313","Molecular Medicine"
"14560","1875-6913","Current Pharmacogenomics and Personalized Medicine","1312","Molecular Biology"
"14561","1875-6913","Current Pharmacogenomics and Personalized Medicine","1311","Genetics"
"14562","1875-6913","Current Pharmacogenomics and Personalized Medicine","3004","Pharmacology"
"14563","1875-6913","Current Pharmacogenomics and Personalized Medicine","2716","Genetics (clinical)"
"14564","1875-7650",NA,NA,NA
"14565","1875-7669",NA,NA,NA
"14566","1876-0562","Library and Information Science","3309","Library and Information Sciences"
"14567","1876-2018","Asian Journal of Psychiatry","3200","Psychology (all)"
"14568","1876-2018","Asian Journal of Psychiatry","2738","Psychiatry and Mental Health"
"14569","1876-7761",NA,NA,NA
"14570","1877-654X",NA,NA,NA
"14571","1877-9166","City, Culture and Society","3300","Social Sciences (all)"
"14572","1877-9166","City, Culture and Society","3322","Urban Studies"
"14573","1877-9166","City, Culture and Society","2001","Economics, Econometrics and Finance (miscellaneous)"
"14574","1878-0016","CIRP Journal of Manufacturing Science and Technology","2209","Industrial and Manufacturing Engineering"
"14575","1878-0040","Emotion, Space and Society","3207","Social Psychology"
"14576","1878-0040","Emotion, Space and Society","3205","Experimental and Cognitive Psychology"
"14577","1878-0121",NA,NA,NA
"14578","1878-0164",NA,NA,NA
"14579","1878-0482","Contemporary Trends and Issues in Science Education","3304","Education"
"14580","1878-0482","Contemporary Trends and Issues in Science Education","3301","Social Sciences (miscellaneous)"
"14581","1878-3317","Journal of Experimental and Clinical Medicine","2700","Medicine (all)"
"14582","1878-5417",NA,NA,NA
"14583","1879-9817","International Journal of Paleopathology","2734","Pathology and Forensic Medicine"
"14584","1879-9817","International Journal of Paleopathology","1204","Archeology (arts and humanities)"
"14585","1881-4832",NA,NA,NA
"14586","1881-8196",NA,NA,NA
"14587","1882-7640",NA,NA,NA
"14588","1883-8014","Journal of Advanced Computational Intelligence and Intelligent Informatics","1709","Human-Computer Interaction"
"14589","1883-8014","Journal of Advanced Computational Intelligence and Intelligent Informatics","1707","Computer Vision and Pattern Recognition"
"14590","1883-8014","Journal of Advanced Computational Intelligence and Intelligent Informatics","1702","Artificial Intelligence"
"14591","1885-446X","OCNOS","3207","Social Psychology"
"14592","1885-446X","OCNOS","3304","Education"
"14593","1885-446X","OCNOS","1208","Literature and Literary Theory"
"14594","1885-5210","Revista de Medicina y Cine","2701","Medicine (miscellaneous)"
"14595","1885-5210","Revista de Medicina y Cine","3304","Education"
"14596","1885-5210","Revista de Medicina y Cine","3315","Communication"
"14597","1885-5210","Revista de Medicina y Cine","1213","Visual Arts and Performing Arts"
"14598","1887-4460","Revista de Estudios Internacionales Mediterraneos","3300","Social Sciences (all)"
"14599","1888-5063","Transactions on Data Privacy","1712","Software"
"14600","1888-5063","Transactions on Data Privacy","2613","Statistics and Probability"
"14601","1889-7045",NA,NA,NA
"14602","1891-8956",NA,NA,NA
"14603","1892-2449",NA,NA,NA
"14604","1894-4183",NA,NA,NA
"14605","1894-4647",NA,NA,NA
"14606","1896-9461",NA,NA,NA
"14607","1897-1059","Studia Linguistica Universitatis Iagellonicae Cracoviensis","1203","Language and Linguistics"
"14608","1897-1059","Studia Linguistica Universitatis Iagellonicae Cracoviensis","3310","Linguistics and Language"
"14609","1899-5101","Central European Journal of Communication","3315","Communication"
"14610","1899-5160",NA,NA,NA
"14611","1900-6586","Revista Cientifica General Jose Maria Cordova","2213","Safety, Risk, Reliability and Quality"
"14612","1900-6586","Revista Cientifica General Jose Maria Cordova","3312","Sociology and Political Science"
"14613","1900-6586","Revista Cientifica General Jose Maria Cordova","3301","Social Sciences (miscellaneous)"
"14614","1900-6586","Revista Cientifica General Jose Maria Cordova","3311","Safety Research"
"14615","1900-6586","Revista Cientifica General Jose Maria Cordova","3321","Public Administration"
"14616","1900-6586","Revista Cientifica General Jose Maria Cordova","3320","Political Science and International Relations"
"14617","1900-6586","Revista Cientifica General Jose Maria Cordova","3308","Law"
"14618","1904-7843",NA,NA,NA
"14619","1907-8374",NA,NA,NA
"14620","1907-8463",NA,NA,NA
"14621","1908-7330","Kritike","1211","Philosophy"
"14622","1909-0528",NA,NA,NA
"14623","1909-2474","Revista Luna Azul","3304","Education"
"14624","1909-2474","Revista Luna Azul","2300","Environmental Science (all)"
"14625","1909-3063",NA,NA,NA
"14626","1909-5759",NA,NA,NA
"14627","1909-8391",NA,NA,NA
"14628","1911-2092","Open Medicine","2700","Medicine (all)"
"14629","1911-8066",NA,NA,NA
"14630","1911-9593",NA,NA,NA
"14631","1913-1844","Modern Applied Science","1000","Multidisciplinary"
"14632","1913-9047",NA,NA,NA
"14633","1913-9330",NA,NA,NA
"14634","1916-9655",NA,NA,NA
"14635","1918-3666","Digital Studies/ Le Champ Numerique","1200","Arts and Humanities (all)"
