"","X","issn","tilte","code","area","area2"
"9971",11463,"0858-0855","ABAC Journal",3301,"Social Sciences (miscellaneous)","Social sciences"
"9972",11464,"0858-0855","ABAC Journal",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"9973",11465,"0858-0855","ABAC Journal",1208,"Literature and Literary Theory","Humanities"
"9974",11467,"0862-7940","Applications of Mathematics",2604,"Applied Mathematics","Other"
"9975",11468,"0866-9449","Comparative Law Review",3308,"Law","Law"
"9976",11469,"0866-9546","Archives of Transport",2203,"Automotive Engineering","Other"
"9977",11470,"0866-9546","Archives of Transport",3313,"Transportation","Social sciences"
"9978",11471,"0867-4159","Theoria et Historia Scientiarum",1203,"Language and Linguistics","Humanities"
"9979",11472,"0867-4159","Theoria et Historia Scientiarum",3315,"Communication","Social sciences"
"9980",11473,"0867-4159","Theoria et Historia Scientiarum",3310,"Linguistics and Language","Social sciences"
"9981",11474,"0867-4159","Theoria et Historia Scientiarum",2805,"Cognitive Neuroscience","Other"
"9982",11476,"0869-3617","Vysshee Obrazovanie v Rossii",3304,"Education","Social sciences"
"9983",11477,"0869-3617","Vysshee Obrazovanie v Rossii",3312,"Sociology and Political Science","Social sciences"
"9984",11479,"0870-9025","Revista Portuguesa de Saude Publica",2719,"Health Policy","Other"
"9985",11480,"0870-9025","Revista Portuguesa de Saude Publica",2739,"Public Health, Environmental and Occupational Health","Other"
"9986",11482,"0882-0945","Buddhist-Christian Studies",1202,"History","Humanities"
"9987",11483,"0882-0945","Buddhist-Christian Studies",1212,"Religious Studies","Humanities"
"9988",11484,"0882-1046","The Journal of contemporary health law and policy",2700,"Medicine (all)","Other"
"9989",11485,"0882-1666","Systems and Computers in Japan",2614,"Theoretical Computer Science","Other"
"9990",11486,"0882-1666","Systems and Computers in Japan",1710,"Information Systems","Other"
"9991",11487,"0882-1666","Systems and Computers in Japan",1708,"Hardware and Architecture","Other"
"9992",11488,"0882-1666","Systems and Computers in Japan",1703,"Computational Theory and Mathematics","Other"
"9993",11489,"0882-228X","OAH Magazine of History",3304,"Education","Social sciences"
"9994",11490,"0882-228X","OAH Magazine of History",1202,"History","Humanities"
"9995",11491,"0882-228X","OAH Magazine of History",1207,"History and Philosophy of Science","Humanities"
"9996",11492,"0882-6110","Advances in Accounting",1402,"Accounting","Social sciences"
"9997",11493,"0882-6110","Advances in Accounting",2003,"Finance","Social sciences"
"9998",11494,"0882-7974","Psychology and Aging",3207,"Social Psychology","Other"
"9999",11495,"0882-7974","Psychology and Aging",1302,"Aging","Other"
"10000",11496,"0882-7974","Psychology and Aging",2717,"Geriatrics and Gerontology","Other"
"10001",11497,"0882-8156","Weather and Forecasting",1902,"Atmospheric Science","Other"
"10002",11498,"0883-0738","Journal of Child Neurology",2735,"Pediatrics, Perinatology and Child Health","Other"
"10003",11499,"0883-0738","Journal of Child Neurology",2728,"Neurology (clinical)","Other"
"10004",11500,"0883-1157","Romance Quarterly",3316,"Cultural Studies","Social sciences"
"10005",11501,"0883-1157","Romance Quarterly",1208,"Literature and Literary Theory","Humanities"
"10006",11502,"0883-7252","Journal of Applied Econometrics",3301,"Social Sciences (miscellaneous)","Social sciences"
"10007",11503,"0883-7252","Journal of Applied Econometrics",2002,"Economics and Econometrics","Social sciences"
"10008",11504,"0883-7562","Journal of Independent Social Work",3207,"Social Psychology","Other"
"10009",11505,"0883-7562","Journal of Independent Social Work",3301,"Social Sciences (miscellaneous)","Social sciences"
"10010",11506,"0883-9417","Archives of Psychiatric Nursing",2921,"Psychiatric Mental Health","Other"
"10011",11508,"0884-1233","Journal of Teaching in Social Work",3304,"Education","Social sciences"
"10012",11509,"0884-1233","Journal of Teaching in Social Work",3312,"Sociology and Political Science","Social sciences"
"10013",11511,"0885-0429","Children's Literature Association Quarterly",1208,"Literature and Literary Theory","Humanities"
"10014",11512,"0885-2308","Computer Speech and Language",1712,"Software","Other"
"10015",11513,"0885-2308","Computer Speech and Language",2614,"Theoretical Computer Science","Other"
"10016",11514,"0885-2308","Computer Speech and Language",1709,"Human-Computer Interaction","Other"
"10017",11515,"0885-3339","Advances in the Economic Analysis of Participatory and Labor-Managed Firms",1410,"Industrial Relations","Social sciences"
"10018",11516,"0885-3339","Advances in the Economic Analysis of Participatory and Labor-Managed Firms",2001,"Economics, Econometrics and Finance (miscellaneous)","Social sciences"
"10019",11518,"0885-7024","Civil Engineering",2503,"Ceramics and Composites","Other"
"10020",11519,"0885-7024","Civil Engineering",2205,"Civil and Structural Engineering","Other"
"10021",11520,"0885-7024","Civil Engineering",2501,"Materials Science (miscellaneous)","Other"
"10022",11521,"0885-7024","Civil Engineering",1909,"Geotechnical Engineering and Engineering Geology","Other"
"10023",11522,"0885-985X","Journal of Social Studies Research",3304,"Education","Social sciences"
"10024",11523,"0885-985X","Journal of Social Studies Research",3301,"Social Sciences (miscellaneous)","Social sciences"
"10025",11524,"0887-3267","Humanistic Psychologist",3207,"Social Psychology","Other"
"10026",11525,"0887-3267","Humanistic Psychologist",3202,"Applied Psychology","Other"
"10027",11526,"0887-3631","Journal of Cultural Geography",3316,"Cultural Studies","Social sciences"
"10028",11527,"0887-3631","Journal of Cultural Geography",3305,"Geography, Planning and Development","Social sciences"
"10029",11528,"0887-4417","Journal of Computer Information Systems",1710,"Information Systems","Other"
"10030",11529,"0887-4417","Journal of Computer Information Systems",3304,"Education","Social sciences"
"10031",11530,"0887-4417","Journal of Computer Information Systems",1705,"Computer Networks and Communications","Other"
"10032",11531,"0887-8730","Teacher Educator",3304,"Education","Social sciences"
"10033",11532,"0888-2746","Housing and Society",3305,"Geography, Planning and Development","Social sciences"
"10034",11533,"0888-2746","Housing and Society",3312,"Sociology and Political Science","Social sciences"
"10035",11534,"0888-2746","Housing and Society",3322,"Urban Studies","Social sciences"
"10036",11535,"0888-6504","Journal of Research on Computing in Education",3304,"Education","Social sciences"
"10037",11536,"0888-6504","Journal of Research on Computing in Education",1706,"Computer Science Applications","Other"
"10038",11537,"0888-7985","Journal of Information Systems",1404,"Management Information Systems","Social sciences"
"10039",11538,"0888-7985","Journal of Information Systems",1712,"Software","Other"
"10040",11539,"0888-7985","Journal of Information Systems",1710,"Information Systems","Other"
"10041",11540,"0888-7985","Journal of Information Systems",1402,"Accounting","Social sciences"
"10042",11541,"0888-7985","Journal of Information Systems",1709,"Human-Computer Interaction","Other"
"10043",11542,"0888-7985","Journal of Information Systems",1802,"Information Systems and Management","Other"
"10044",11543,"0888-7985","Journal of Information Systems",1405,"Management of Technology and Innovation","Social sciences"
"10045",11544,"0889-3268","Journal of Business and Psychology",1403,"Business and International Management","Social sciences"
"10046",11545,"0889-3268","Journal of Business and Psychology",1400,"Business, Management and Accounting (all)","Social sciences"
"10047",11546,"0889-3268","Journal of Business and Psychology",3202,"Applied Psychology","Other"
"10048",11547,"0889-3268","Journal of Business and Psychology",3200,"Psychology (all)","Other"
"10049",11548,"0889-3675","Journal of Poetry Therapy",2742,"Rehabilitation","Other"
"10050",11549,"0889-3675","Journal of Poetry Therapy",3203,"Clinical Psychology","Other"
"10051",11551,"0889-8391","Journal of Cognitive Psychotherapy",3205,"Experimental and Cognitive Psychology","Other"
"10052",11552,"0889-8391","Journal of Cognitive Psychotherapy",3203,"Clinical Psychology","Other"
"10053",11553,"0889-8391","Journal of Cognitive Psychotherapy",2738,"Psychiatry and Mental Health","Other"
"10054",11557,"0890-3344","Journal of Human Lactation",2729,"Obstetrics and Gynecology","Other"
"10055",11558,"0890-5401","Information and Computation",2614,"Theoretical Computer Science","Other"
"10056",11559,"0890-5401","Information and Computation",1710,"Information Systems","Other"
"10057",11560,"0890-5401","Information and Computation",1706,"Computer Science Applications","Other"
"10058",11561,"0890-5401","Information and Computation",1703,"Computational Theory and Mathematics","Other"
"10059",11563,"0890-9997","Historical Studies in the Physical and Biological Sciences",1103,"Animal Science and Zoology","Other"
"10060",11564,"0890-9997","Historical Studies in the Physical and Biological Sciences",1110,"Plant Science","Other"
"10061",11565,"0890-9997","Historical Studies in the Physical and Biological Sciences",3100,"Physics and Astronomy (all)","Other"
"10062",11566,"0891-1762","Journal of Global Marketing",1403,"Business and International Management","Social sciences"
"10063",11567,"0891-1762","Journal of Global Marketing",1406,"Marketing","Social sciences"
"10064",11569,"0891-5520","Infectious Disease Clinics of North America",2726,"Microbiology (medical)","Other"
"10065",11570,"0891-5520","Infectious Disease Clinics of North America",2725,"Infectious Diseases","Other"
"10066",11572,"0892-6638","FASEB Journal",1305,"Biotechnology","Other"
"10067",11573,"0892-6638","FASEB Journal",1303,"Biochemistry","Other"
"10068",11574,"0892-6638","FASEB Journal",1312,"Molecular Biology","Other"
"10069",11575,"0892-6638","FASEB Journal",1311,"Genetics","Other"
"10070",11576,"0892-7936","Anthrozoos",3304,"Education","Social sciences"
"10071",11577,"0892-7936","Anthrozoos",3314,"Anthropology","Social sciences"
"10072",11578,"0892-7936","Anthrozoos",1103,"Animal Science and Zoology","Other"
"10073",11579,"0892-7936","Anthrozoos",3401,"Veterinary (miscellaneous)","Other"
"10074",11580,"0892-7936","Anthrozoos",3312,"Sociology and Political Science","Social sciences"
"10075",11581,"0893-133X","Neuropsychopharmacology",3004,"Pharmacology","Other"
"10076",11582,"0893-133X","Neuropsychopharmacology",2738,"Psychiatry and Mental Health","Other"
"10077",11584,"0893-6080","Neural Networks",2805,"Cognitive Neuroscience","Other"
"10078",11585,"0893-6080","Neural Networks",1702,"Artificial Intelligence","Other"
"10079",11587,"0894-4865","Family Business Review",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"10080",11588,"0894-4865","Family Business Review",2003,"Finance","Social sciences"
"10081",11589,"0894-7317","Journal of the American Society of Echocardiography",2741,"Radiology, Nuclear Medicine and Imaging","Other"
"10082",11590,"0894-7317","Journal of the American Society of Echocardiography",2705,"Cardiology and Cardiovascular Medicine","Other"
"10083",11591,"0894-9115","American Journal of Physical Medicine and Rehabilitation",3612,"Physical Therapy, Sports Therapy and Rehabilitation","Other"
"10084",11592,"0894-9115","American Journal of Physical Medicine and Rehabilitation",2742,"Rehabilitation","Other"
"10085",11593,"0894-9468","Visual Anthropology",3316,"Cultural Studies","Social sciences"
"10086",11594,"0894-9468","Visual Anthropology",3314,"Anthropology","Social sciences"
"10087",11595,"0894-9840","Journal of Theoretical Probability",2613,"Statistics and Probability","Other"
"10088",11596,"0894-9840","Journal of Theoretical Probability",2600,"Mathematics (all)","Other"
"10089",11597,"0894-9840","Journal of Theoretical Probability",1804,"Statistics, Probability and Uncertainty","Other"
"10090",11598,"0895-2779","Journal of Sport and Exercise Psychology",3202,"Applied Psychology","Other"
"10091",11599,"0895-7177","Mathematical and Computer Modelling",2611,"Modeling and Simulation","Other"
"10092",11600,"0895-7177","Mathematical and Computer Modelling",1706,"Computer Science Applications","Other"
"10093",11601,"0895-9285","Human Performance",3202,"Applied Psychology","Other"
"10094",11602,"0895-9285","Human Performance",3200,"Psychology (all)","Other"
"10095",11603,"0895-9285","Human Performance",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"10096",11604,"0895-9420","Journal of Aging and Social Policy",3317,"Demography","Social sciences"
"10097",11605,"0895-9420","Journal of Aging and Social Policy",2909,"Gerontology","Other"
"10098",11606,"0895-9420","Journal of Aging and Social Policy",3319,"Life-span and Life-course Studies","Social sciences"
"10099",11608,"0896-1530","Journal of International Consumer Marketing",1404,"Management Information Systems","Social sciences"
"10100",11609,"0896-1530","Journal of International Consumer Marketing",1406,"Marketing","Social sciences"
"10101",11610,"0897-1897","Applied Nursing Research",2900,"Nursing (all)","Other"
"10102",11611,"0897-3806","Clinical Anatomy",2702,"Anatomy","Other"
"10103",11612,"0897-3806","Clinical Anatomy",2722,"Histology","Other"
"10104",11613,"0897-5264","Journal of College Student Development",3304,"Education","Social sciences"
"10105",11614,"0897-5930","Journal of Teaching in International Business",3304,"Education","Social sciences"
"10106",11615,"0897-5930","Journal of Teaching in International Business",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"10107",11616,"0898-0101","Journal of Holistic Nursing",2901,"Nursing (miscellaneous)","Other"
"10108",11617,"0898-2643","Journal of Aging and Health",3306,"Health (social science)","Social sciences"
"10109",11618,"0898-2643","Journal of Aging and Health",3312,"Sociology and Political Science","Social sciences"
"10110",11619,"0898-2643","Journal of Aging and Health",3319,"Life-span and Life-course Studies","Social sciences"
"10111",11620,"0898-5626","Entrepreneurship and Regional Development",1403,"Business and International Management","Social sciences"
"10112",11621,"0898-5626","Entrepreneurship and Regional Development",2002,"Economics and Econometrics","Social sciences"
